Asiya-5.config

METRIC,1,2,4,8,16,32
SP, 245.178139, 196.581868, 189.186124, 187.697924, 173.492987, 182.042399
SR, 8000.921522, 4351.424602, 1978.755291, 1189.294930, 579.320468, 381.173376
CE, 65.774276, 42.950187, 34.127981, 28.897034, 26.558629, 27.730418
ESA, 58.921024, 50.808944, 15.475732, 10.852067, 9.779441, 18.496308
GTM, 4.201039, 3.166924, 2.435208, 2.455459, 3.163192, 4.085063
LEM, 1.756607, 1.917345, 1.354289, 1.621739, 2.061718, 3.279825
METEOR, 27.941337, 24.054600, 21.425900, 22.640635, 18.724126, 21.639668
NE, 19.241412, 8.126734, 4.900695, 4.259481, 4.560918, 3.961816
NGRAM, 115.240221, 15.267851, 18.354172, 9.891298, 376.873660, 8.799039
O, 367.591441, 400.441662, 76.273432, 70.855817, 68.085678, 9.981183
PER, 2.043696, 1.355310, 0.806454, 1.158456, 1.581332, 2.447424
ROUGE, 53.783314, 29.231342, 16.648308, 9.449271, 5.726435, 5.258644
TER, 364.317575, 371.202670, 230.267114, 151.142567, 104.376926, 68.958109
WER, 5.037345, 2.985276, 2.230002, 2.041014, 1.775186, 2.896578
