Asiya-10.config

METRIC
SP, 644.841264
SR, 16207.125787
CE, 177.550678
ESA, 458.566116
GTM, 29.391110
LEM, 12.020425
METEOR, 255.437557
NE, 30.610400
NGRAM, 245.523759
O, 12.073368
PER, 6.425707
ROUGE, 537.100717
TER, 3721.379809
WER, 39.687082
