Asiya-all.config

METRIC
SP, 270.45
SR, 3782.32
CE, 212.51
ESA, 147.71
GTM, 16.27
LEM, 8.12
METEOR, 264.73
NE, 17.58
NGRAM, 149.54
O, 3.2
PER, 1.53
ROUGE, 89.67
TER, 1852.25
WER, 12.44
