Asiya-1.config

METRIC
SP, 91.52
SR, 8926.25
CE, 57.16
ESA, 51.33
GTM, 2.95
LEM, 0.86
METEOR, 23.99
NE, 5.11
NGRAM, 25.18
O, 0.91
PER, 0.25
ROUGE, 35.98
TER, 331.99
WER, 3.45
