Asiya-2.config

METRIC
SP, 136.54
SR, 7446.55
CE, 69.62
ESA, 78.97
GTM, 5.43
LEM, 1.62
METEOR, 45.04
NE, 10.97
NGRAM, 47.84
O, 1.86
PER, 0.5
ROUGE, 87.38
TER, 636.7
WER, 7.27
