Asiya-all.config

METRIC
SP, 402.92
SR, 8606.65
CE, 229.26
ESA, 316.64
GTM, 43.67
LEM, 17.15
METEOR, 369.58
NE, 61.91
NGRAM, 243.92
O, 6.54
PER, 2.88
ROUGE, 384.2
TER, 3223.96
WER, 27.87
