Asiya-2.config

METRIC
SP, 257.68
SR, 14945.96
CE, 107.43
ESA, 160.57
GTM, 9.29
LEM, 2.89
METEOR, 55.42
NE, 25.13
NGRAM, 87.53
O, 0
PER, 1.21
ROUGE, 176.71
TER, 864.11
WER, 14.26
