Asiya-1.config

METRIC
SP, 153
SR, 13242.36
CE, 75.87
ESA, 68.9
GTM, 4.85
LEM, 1.4
METEOR, 26.12
NE, 11.97
NGRAM, 44.38
O, 0
PER, 0.35
ROUGE, 88.29
TER, 440.89
WER, 7.12

