Asiya-all.config

METRIC,1,2,4,8,16,32
SP, 121.877636, 118.099339, 123.880253, 142.369195, 168.805868, 213.810031
SR, 981.510354, 490.499822, 300.185973, 176.265825, 162.880972, 101.805330
CE, 34.241186, 27.745275, 26.461161, 26.357245, 27.574544, 29.748616
ESA, 23.850937, 6.742165, 5.021588, 5.586794, 5.443991, 12.847882
GTM, 1.554716, 1.757530, 2.255514, 3.084607, 3.989412, 6.161061
LEM, 1.339015, 1.513111, 1.982560, 2.827120, 4.145571, 6.133518
METEOR, 20.083046, 18.971217, 18.388543, 18.554870, 19.822622, 21.784073
NE, 2.668131, 2.747977, 3.177946, 4.078367, 5.391157, 7.126018
NGRAM, 8.841121, 7.489458, 6.123342, 6.558768, 7.379170, 8.868855
O, 4.648555, 7.105514, 3.912618, 7.417145, 12.782961, 20.122270
PER, 0.788040, 0.982763, 1.428014, 2.161783, 3.480666, 5.744784
ROUGE, 7.289638, 4.563687, 3.665017, 3.396135, 4.405133, 6.625880
TER, 165.899680, 85.489439, 57.242798, 43.792759, 30.418435, 27.678501
WER, 0.978063, 1.171591, 1.551603, 2.374374, 3.812430, 5.648813
