Asiya-10.config

METRIC,1,2,4,8,16,32
SP, 92.996854, 89.954842, 90.734772, 97.888710, 112.831041, 108.233676
SR, 1019.975639, 525.462823, 344.858411, 192.031508, 156.353666, 78.421290
CE, 25.799112, 22.686034, 22.988249, 22.911934, 27.970015, 27.916036
ESA, 30.172044, 9.137980, 5.196143, 4.190952, 5.674664, 12.839109
GTM, 1.290731, 1.454029, 3.881643, 2.783884, 3.430827, 4.244661
LEM, 1.135965, 1.187281, 1.638374, 2.091729, 3.047106, 4.477572
METEOR, 18.614378, 20.094219, 20.603742, 19.601119, 20.117477, 21.262147
NE, 2.381356, 2.345322, 2.172343, 3.671339, 7.567903, 9.403254
NGRAM, 8.332286, 6.900509, 5.493592, 6.213840, 6.303591, 6.670433
O, 5.703237, 1.923491, 2.448494, 5.161214, 9.438644, 15.112666
PER, 0.576371, 0.903133, 1.320180, 1.937057, 2.946250, 4.101573
ROUGE, 7.852952, 3.845537, 3.319507, 3.043533, 3.621442, 4.888330
TER, 159.233389, 88.004496, 57.924749, 37.808351, 29.238664, 26.660853
WER, 1.225398, 1.051192, 1.139564, 1.813224, 3.107653, 3.974820
