Asiya-2.config

METRIC,1,2,4,8,16,32
SP, 35.323273, 30.331170, 30.737748, 28.119040, 27.427991, 35.276501
SR, 821.349984, 425.779031, 251.580952, 156.962916, 136.187444, 98.460699
CE, 26.331417, 24.333892, 25.124293, 23.886859, 24.107275, 24.685721
ESA, 23.146625, 8.890435, 3.563675, 2.628616, 2.475726, 2.513312
GTM, 1.162298, 1.050539, 1.067485, 1.155450, 1.463422, 1.625220
LEM, 0.955031, 0.793884, 0.911834, 1.043226, 1.344207, 1.805442
METEOR, 17.371721, 17.711472, 16.630076, 16.696861, 16.741549, 16.822270
NE, 1.414690, 1.210180, 1.531898, 4.187468, 1.602383, 2.320792
NGRAM, 7.814735, 5.875786, 4.975923, 5.895452, 4.059622, 4.085329
O, 0.627335, 0.639098, 0.888731, 1.369534, 2.230888, 3.260987
PER, 0.514204, 0.393968, 0.595391, 0.736103, 1.039495, 1.447394
ROUGE, 4.721885, 2.449276, 2.163733, 1.563265, 1.318079, 1.806144
TER, 136.581849, 94.289990, 42.647018, 35.725884, 28.332585, 23.494498
WER, 0.773406, 0.680392, 0.627059, 0.824498, 1.124086, 1.518432
