Asiya-all.config

METRIC
SP, 118.958992
SR, 2098.479156
CE, 142.268194
ESA, 88.143654
GTM, 16.850775
LEM, 13.157252
METEOR, 241.254406
NE, 13.422561
NGRAM, 84.056396
O, 3.525131
PER, 4.752199
ROUGE, 85.545894
TER, 1303.206063
WER, 11.015484
