Asiya-5.config

METRIC,1,2,4,8,16,32
SP, 57.909193, 53.865385, 56.268506, 52.809994, 60.626851, 71.443753
SR, 918.033312, 536.391596, 319.723466, 183.376921, 152.934553, 101.152709
CE, 27.640360, 25.204186, 24.287243, 23.810007, 25.176626, 25.838581
ESA, 8.312620, 4.871895, 3.736444, 3.547906, 3.513341, 3.728579
GTM, 1.130638, 1.291660, 1.876138, 2.059185, 3.650117, 3.211426
LEM, 0.874169, 1.212803, 1.398883, 1.630692, 2.180907, 2.837472
METEOR, 17.196356, 16.366835, 16.024760, 15.427731, 16.061418, 16.775970
NE, 1.878686, 1.552244, 2.530178, 2.824457, 3.180991, 3.874982
NGRAM, 7.398408, 5.578871, 5.066888, 4.859716, 4.863447, 5.339430
O, 8.394839, 1.293331, 1.787766, 2.691805, 4.819205, 7.259411
PER, 0.524688, 0.602854, 0.867827, 1.378341, 1.966163, 2.502195
ROUGE, 6.745265, 4.228257, 2.486477, 2.168542, 2.280721, 2.841971
TER, 122.459846, 83.468549, 59.738929, 39.101388, 28.921196, 24.659611
WER, 0.858939, 0.777928, 0.901132, 1.140446, 1.700927, 2.479020
