Asiya-5.config

METRIC,1,2,4,8,16,32
SP, 134.529012, 118.069866, 110.178484, 108.834647, 118.550092, 131.013566
SR, 3560.612981, 1769.725831, 1021.551159, 523.235805, 279.961536, 190.962720
CE, 40.468051, 31.329917, 27.361694, 25.422324, 24.789979, 25.630257
ESA, 37.869731, 18.578880, 10.725195, 6.796032, 5.070377, 14.329381
GTM, 2.356034, 1.942560, 1.715573, 1.896599, 2.303196, 3.312139
LEM, 1.194673, 1.154158, 1.239507, 1.584663, 2.046498, 3.125443
METEOR, 22.004577, 21.278647, 17.758792, 17.329726, 16.847444, 17.462690
NE, 7.460778, 4.326798, 3.401592, 3.300943, 3.783550, 4.951035
NGRAM, 32.858102, 15.888714, 10.154104, 7.865284, 6.963744, 8.083883
O, 43.790406, 43.262059, 13.788411, 3.496066, 5.108655, 9.438012
PER, 1.239571, 0.852527, 0.857829, 1.063609, 1.576784, 2.612311
ROUGE, 29.291576, 15.139605, 8.520208, 5.397358, 4.172730, 4.565867
TER, 366.876016, 233.194629, 148.484528, 94.410514, 65.549269, 44.786899
WER, 2.419578, 1.574173, 1.399579, 1.405617, 1.924585, 3.001216
