Asiya-10.config

METRIC,1,2,4,8,16,32
SP, 196.310905, 181.303031, 178.342481, 180.351806, 193.616468, 221.796490
SR, 4043.406630, 1819.538926, 1108.581149, 662.571684, 362.785238, 249.010984
CE, 38.215197, 37.576473, 29.289584, 33.920512, 31.256912, 31.406085
ESA, 71.355966, 49.954369, 31.204866, 19.299888, 14.499214, 9.955651
GTM, 3.112208, 2.352154, 1.828239, 3.496647, 2.210751, 5.286901
LEM, 1.697668, 1.453499, 1.746908, 3.076979, 4.251846, 4.386253
METEOR, 23.135725, 20.929663, 19.415619, 18.531967, 17.882203, 23.569227
NE, 7.583528, 6.000859, 3.723285, 3.284107, 4.035335, 8.635978
NGRAM, 36.076950, 17.993985, 11.691096, 9.252081, 7.377409, 11.131492
O, 39.478570, 14.208199, 18.401161, 51.905129, 11.886324, 15.995751
PER, 1.182396, 0.936293, 0.847653, 1.519474, 3.877960, 3.396922
ROUGE, 27.210800, 15.813293, 9.090995, 5.900744, 5.354170, 7.891616
TER, 484.539891, 313.371227, 228.147841, 96.458285, 79.705460, 52.782216
WER, 3.065649, 2.107559, 1.663231, 1.583304, 2.612068, 3.462130
