Asiya-1.config

METRIC,1,2,4,8,16,32
SP, 69.597554, 48.520209, 38.672744, 33.387313, 32.214059, 35.564759
SR, 3726.866819, 1772.201167, 909.093659, 484.338518, 303.259153, 167.836314
CE, 37.599604, 32.362006, 28.276197, 27.193047, 25.259540, 24.763119
ESA, 20.412915, 12.452078, 7.437379, 6.061481, 4.626220, 3.138898
GTM, 1.733347, 1.231180, 1.202584, 1.218552, 1.148036, 1.301441
LEM, 0.802974, 0.678623, 0.824055, 0.875758, 1.067582, 1.234132
METEOR, 20.140564, 17.713957, 19.000606, 17.926717, 16.991660, 16.762695
NE, 5.350872, 2.320708, 1.731343, 1.522300, 1.548296, 1.742271
NGRAM, 27.927906, 13.262149, 9.261863, 6.776537, 5.591271, 5.081326
O, 15.953496, 0.885347, 0.679839, 0.900404, 1.243630, 1.856225
PER, 0.632411, 0.447302, 0.384835, 0.467897, 0.602867, 0.827138
ROUGE, 22.397723, 14.113621, 7.216756, 3.896099, 2.477907, 1.849845
TER, 266.553131, 215.225197, 136.813323, 105.655768, 71.850329, 47.928251
WER, 2.012213, 1.275580, 0.778892, 0.633970, 0.738739, 0.894237
