Asiya-2.config

METRIC,1,2,4,8,16,32
SP, 79.273497, 62.803775, 55.836836, 52.036078, 53.533567, 56.651569
SR, 3328.131714, 1705.199633, 899.867838, 456.786285, 266.687270, 162.916357
CE, 61.044172, 48.409353, 41.454479, 36.493859, 34.665032, 37.686387
WER, 2.275817, 1.675091, 1.374426, 1.151844, 1.258718, 1.624315
ESA, 25.166307, 13.454414, 8.630861, 6.371002, 4.875197, 4.071951
GTM, 2.167572, 2.293822, 1.936307, 1.946865, 1.948861, 2.378355
LEM, 1.657521, 1.307696, 1.352858, 1.492087, 1.698335, 2.107847
METEOR, 23.213271, 20.165990, 19.089817, 18.360873, 17.754248, 17.582152
NE, 6.870073, 3.665317, 2.508474, 2.553904, 3.170991, 3.314129
NGRAM, 35.772904, 15.028343, 10.030484, 7.733869, 6.271037, 5.945167
O, 162.674242, 17.223330, 3.095554, 1.486624, 2.528338, 4.344703
PER, 0.778449, 0.687495, 0.716585, 0.797038, 1.002287, 1.427847
ROUGE, 29.196800, 17.267072, 8.394195, 5.501493, 3.443408, 2.911098
TER, 216.398516, 215.004275, 98.109925, 76.681164, 56.353455, 39.257534
