Asiya.config

METRIC
SP, 35.874023
SR, 140.779298
CE, 41.226345
ESA, 9.415899
GTM, 3.159870
LEM, 2.495035
METEOR, 49.033956
NE, 2.010574
NGRAM, 10.980651
O, 0.325705
PER, 0.865235
ROUGE, 6.439287
TER, 140.048505
WER, 1.277119
