Asiya-2.config

METRIC,1,2,4,8,16,32
SP, 48.900115, 41.123691, 37.421277, 35.390249, 38.872311, 41.659814
SR, 1879.954409, 752.399984, 492.258974, 242.636903, 190.291658, 121.586991
CE, 28.256812, 28.586264, 26.786026, 25.333483, 26.436045, 25.029287
ESA, 10.383751, 8.387692, 5.408214, 5.556808, 3.182087, 3.011171
GTM, 1.362086, 1.118241, 1.596079, 1.589390, 1.520457, 1.734375
LEM, 0.764311, 0.864437, 0.992607, 1.094392, 1.437497, 1.896241
METEOR, 18.677792, 18.816816, 17.641253, 16.468481, 16.904864, 17.189800
NE, 2.409781, 1.456823, 1.385674, 1.622585, 1.896551, 2.479441
NGRAM, 13.554480, 8.267075, 5.538672, 5.434311, 4.933317, 4.602978
O, 0.720750, 0.885855, 1.116148, 1.642397, 2.399308, 4.685079
PER, 0.567611, 0.607455, 0.537011, 0.739694, 1.417862, 1.654075
ROUGE, 11.721871, 7.409535, 4.629991, 3.276422, 2.549344, 2.295011
TER, 150.072206, 91.334353, 83.260267, 58.217808, 39.099270, 25.421530
WER, 1.102332, 0.825623, 0.691404, 0.868383, 1.219484, 1.545150
