Asiya-5.config

METRIC,1,2,4,8,16,32
SP, 79.371267, 75.842749, 68.641874, 69.935088, 77.655168, 89.053551
SR, 1663.148139, 910.961553, 467.693443, 276.668490, 175.904943, 111.801757
CE, 28.982392, 26.005867, 26.244514, 25.350042, 25.381876, 25.124790
ESA, 17.561658, 9.770013, 7.787978, 5.153423, 4.275295, 4.637023
GTM, 1.505882, 1.381615, 1.527645, 1.852150, 2.368727, 3.171458
LEM, 0.832988, 1.153306, 1.275563, 1.751177, 2.283625, 3.300335
METEOR, 18.729056, 17.266239, 16.436784, 16.441437, 17.114187, 18.043482
NE, 2.706969, 2.178395, 2.469228, 2.729513, 5.637402, 4.798089
NGRAM, 12.521091, 8.048544, 6.003282, 5.178811, 5.398208, 5.870313
O, 58.353756, 23.729566, 1.952140, 2.783625, 5.100502, 9.067747
PER, 0.590424, 0.583921, 0.796891, 1.308899, 1.739967, 2.838621
ROUGE, 12.368744, 6.494528, 4.744493, 2.919598, 3.331840, 3.516597
TER, 184.072071, 130.186424, 91.659006, 60.627737, 40.957873, 29.175046
WER, 1.206042, 0.973435, 0.976100, 1.336152, 1.906346, 3.090852
