Asiya-10.config

METRIC,1,2,4,8,16,32
SP, 123.091281, 115.902554, 120.123577, 129.105912, 147.306894, 180.622132
SR, 1826.775083, 952.310844, 359.384345, 218.100260, 138.813238, 111.479495
CE, 33.916835, 27.770833, 26.238179, 25.216916, 26.192581, 28.163377
ESA, 23.930164, 14.315938, 8.456809, 5.917920, 5.193368, 6.365023
GTM, 1.775235, 1.777976, 2.034486, 2.376805, 3.298448, 5.101310
LEM, 1.165854, 1.626450, 1.753193, 2.556744, 3.549308, 5.247956
METEOR, 20.013626, 21.094813, 20.422842, 20.997955, 20.830720, 23.432506
NE, 3.762102, 3.042601, 3.939908, 3.410144, 5.230009, 7.716968
NGRAM, 12.549601, 8.097712, 7.115156, 6.373235, 6.815434, 8.216325
O, 29.579458, 4.451449, 3.084234, 5.229708, 9.681942, 18.008818
PER, 0.785346, 0.900547, 1.271619, 1.947598, 2.795774, 4.816360
ROUGE, 15.846828, 9.019847, 5.862909, 5.170294, 4.282999, 5.739468
TER, 218.591207, 144.686605, 93.590512, 67.111108, 44.780729, 33.358888
WER, 1.427415, 1.257035, 1.550255, 2.049187, 3.157817, 4.653368
