Asiya-1.config

METRIC,1,2,4,8,16,32
SP, 37.393640, 28.387681, 24.738601, 24.043540, 24.103124, 25.366727
SR, 1412.221319, 739.319615, 386.272100, 265.728109, 147.860624, 94.896308
CE, 30.183817, 27.495431, 25.156250, 22.177479, 24.133954, 24.336643
ESA, 11.003884, 6.348092, 4.234069, 3.261247, 4.494661, 2.584579
GTM, 1.041849, 1.022877, 1.038231, 0.920377, 0.947806, 1.088588
LEM, 0.851048, 0.743445, 0.806055, 0.829922, 1.497543, 1.198393
METEOR, 18.685060, 17.312874, 17.508722, 16.756192, 16.436837, 16.453643
NE, 2.037644, 1.357005, 0.931232, 1.198801, 1.441079, 1.799238
NGRAM, 12.233142, 7.813225, 5.680606, 4.942847, 4.188697, 3.999037
O, 0.637558, 0.475226, 0.609438, 0.861227, 1.288539, 2.002230
PER, 0.362340, 0.326273, 0.366507, 0.414229, 0.603698, 0.782797
ROUGE, 9.395631, 4.874745, 3.434122, 1.942299, 1.379346, 1.366897
TER, 170.317307, 123.871128, 71.137303, 54.106134, 39.301137, 27.809229
WER, 0.938966, 0.708624, 0.535493, 0.522310, 0.620415, 0.870391



